billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
483,171,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
484,172,move_out,electricity_share,Final Electricity Share,1193.36,,,
485,172,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
486,173,recurring,rent,Monthly Rent,12296.00,,,
487,173,recurring,electricity_share,Electricity Share,798.48,,,
488,173,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
489,174,move_out,electricity_share,Final Electricity Share,798.48,,,
490,174,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
491,175,move_in,advance,1 Month Advance — First Month Rent,7355.00,,,
492,175,move_in,security_deposit,1 Month Security Deposit,7355.00,,,
493,176,recurring,rent,Monthly Rent,7355.00,,,
494,176,recurring,electricity_share,Electricity Share,924.93,,,
495,176,recurring,water_share,Water Share,123.01,,,
496,176,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
497,177,move_out,electricity_share,Final Electricity Share,924.93,,,
498,177,move_out,water_share,Final Water Share,123.01,,,
499,177,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
500,178,recurring,rent,Monthly Rent,7355.00,,,
501,178,recurring,electricity_share,Electricity Share,1354.77,,,
502,179,recurring,rent,Monthly Rent,7355.00,,,
503,179,recurring,electricity_share,Electricity Share,1671.68,,,
504,179,recurring,water_share,Water Share,358.86,,,
505,180,recurring,rent,Monthly Rent,7355.00,,,
506,180,recurring,electricity_share,Electricity Share,1581.77,,,
507,181,recurring,rent,Monthly Rent,7355.00,,,
508,181,recurring,electricity_share,Electricity Share,1781.31,,,
509,181,recurring,water_share,Water Share,268.77,,,
510,182,recurring,rent,Monthly Rent,7355.00,,,
511,182,recurring,electricity_share,Electricity Share,1714.97,,,
512,182,recurring,water_share,Water Share,435.07,,,
513,183,recurring,rent,Monthly Rent,7355.00,,,
514,183,recurring,electricity_share,Electricity Share,1647.98,,,
515,183,recurring,water_share,Water Share,457.70,,,
516,184,recurring,rent,Monthly Rent,7355.00,,,
517,184,recurring,electricity_share,Electricity Share,1221.52,,,
518,184,recurring,water_share,Water Share,388.31,,,
519,185,recurring,rent,Monthly Rent,7355.00,,,
520,185,recurring,electricity_share,Electricity Share,2234.77,,,
521,186,recurring,rent,Monthly Rent,7355.00,,,
522,186,recurring,electricity_share,Electricity Share,1551.50,,,
523,187,recurring,rent,Monthly Rent,7355.00,,,
524,187,recurring,electricity_share,Electricity Share,901.51,,,
525,188,recurring,rent,Monthly Rent,7355.00,,,
526,188,recurring,electricity_share,Electricity Share,1167.23,,,
527,188,recurring,water_share,Water Share,229.53,,,
528,189,recurring,rent,Monthly Rent,7355.00,,,
529,189,recurring,electricity_share,Electricity Share,545.04,,,
530,190,move_out,electricity_share,Final Electricity Share,545.04,,,
531,190,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
532,191,recurring,rent,Monthly Rent,12422.00,,,
533,191,recurring,electricity_share,Electricity Share,1686.83,,,
534,191,recurring,water_share,Water Share,376.04,,,
535,192,recurring,rent,Monthly Rent,12422.00,,,
536,192,recurring,electricity_share,Electricity Share,1990.77,,,
537,193,recurring,rent,Monthly Rent,12422.00,,,
538,193,recurring,electricity_share,Electricity Share,1260.45,,,
539,194,recurring,rent,Monthly Rent,12422.00,,,
540,194,recurring,electricity_share,Electricity Share,1879.33,,,
541,194,recurring,water_share,Water Share,347.34,,,
542,195,recurring,rent,Monthly Rent,12422.00,,,
543,195,recurring,electricity_share,Electricity Share,1474.93,,,
544,195,recurring,water_share,Water Share,367.98,,,
545,196,recurring,rent,Monthly Rent,12422.00,,,
546,196,recurring,electricity_share,Electricity Share,1675.69,,,
547,197,recurring,rent,Monthly Rent,12422.00,,,
548,197,recurring,electricity_share,Electricity Share,1921.00,,,
549,197,recurring,water_share,Water Share,465.77,,,
550,198,recurring,rent,Monthly Rent,12422.00,,,
551,198,recurring,electricity_share,Electricity Share,1542.54,,,
552,199,recurring,rent,Monthly Rent,12422.00,,,
553,199,recurring,electricity_share,Electricity Share,1644.01,,,
554,199,recurring,water_share,Water Share,324.24,,,
555,200,recurring,rent,Monthly Rent,12422.00,,,
556,200,recurring,electricity_share,Electricity Share,1227.95,,,
557,200,recurring,water_share,Water Share,311.75,,,
558,201,recurring,rent,Monthly Rent,12422.00,,,
559,201,recurring,electricity_share,Electricity Share,1760.57,,,
560,202,recurring,rent,Monthly Rent,12422.00,,,
561,202,recurring,electricity_share,Electricity Share,902.60,,,
562,202,recurring,water_share,Water Share,156.86,,,
563,203,move_out,electricity_share,Final Electricity Share,902.60,,,
564,203,move_out,water_share,Final Water Share,156.86,,,
565,203,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
566,204,recurring,rent,Monthly Rent,12829.00,,,
567,204,recurring,electricity_share,Electricity Share,1142.62,,,
568,204,recurring,water_share,Water Share,243.13,,,
569,204,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
570,205,move_out,electricity_share,Final Electricity Share,1142.62,,,
571,205,move_out,water_share,Final Water Share,243.13,,,
572,205,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
573,206,recurring,rent,Monthly Rent,12813.00,,,
574,206,recurring,electricity_share,Electricity Share,2487.05,,,
575,206,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
576,207,recurring,rent,Monthly Rent,12813.00,,,
577,207,recurring,electricity_share,Electricity Share,2011.17,,,
578,207,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
579,208,recurring,rent,Monthly Rent,12813.00,,,
580,208,recurring,electricity_share,Electricity Share,614.10,,,
581,208,recurring,water_share,Water Share,109.44,,,
582,208,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
583,209,move_out,electricity_share,Final Electricity Share,614.10,,,
584,209,move_out,water_share,Final Water Share,109.44,,,
585,209,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
586,210,move_in,advance,1 Month Advance — First Month Rent,10648.00,,,
587,210,move_in,security_deposit,1 Month Security Deposit,10648.00,,,
588,211,recurring,rent,Monthly Rent,10648.00,,,
589,211,recurring,electricity_share,Electricity Share,1556.21,,,
590,211,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
591,212,recurring,rent,Monthly Rent,10648.00,,,
592,212,recurring,electricity_share,Electricity Share,1734.79,,,
593,212,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
594,213,recurring,rent,Monthly Rent,10648.00,,,
595,213,recurring,electricity_share,Electricity Share,938.91,,,
596,213,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
597,214,move_out,electricity_share,Final Electricity Share,938.91,,,
598,214,move_out,deposit_refund,Security Deposit Refund,-10648.00,,,
599,215,recurring,rent,Monthly Rent,12296.00,,,
600,215,recurring,electricity_share,Electricity Share,1202.61,,,
601,215,recurring,water_share,Water Share,220.27,,,
602,216,recurring,rent,Monthly Rent,12296.00,,,
603,216,recurring,electricity_share,Electricity Share,837.41,,,
604,217,recurring,rent,Monthly Rent,12296.00,,,
605,217,recurring,electricity_share,Electricity Share,821.49,,,
606,217,recurring,water_share,Water Share,246.92,,,
607,218,recurring,rent,Monthly Rent,12296.00,,,
608,218,recurring,electricity_share,Electricity Share,1106.35,,,
609,218,recurring,water_share,Water Share,112.26,,,
610,219,recurring,rent,Monthly Rent,12296.00,,,
611,219,recurring,electricity_share,Electricity Share,850.48,,,
612,220,recurring,rent,Monthly Rent,12296.00,,,
613,220,recurring,electricity_share,Electricity Share,1044.11,,,
614,220,recurring,water_share,Water Share,173.28,,,
615,221,recurring,rent,Monthly Rent,12296.00,,,
616,221,recurring,electricity_share,Electricity Share,658.77,,,
617,221,recurring,water_share,Water Share,125.08,,,
618,222,recurring,rent,Monthly Rent,12296.00,,,
619,222,recurring,electricity_share,Electricity Share,811.20,,,
620,223,recurring,rent,Monthly Rent,12296.00,,,
621,223,recurring,electricity_share,Electricity Share,1136.07,,,
622,223,recurring,water_share,Water Share,218.71,,,
623,224,recurring,rent,Monthly Rent,12296.00,,,
624,224,recurring,electricity_share,Electricity Share,828.50,,,
625,224,recurring,water_share,Water Share,185.96,,,
626,225,recurring,rent,Monthly Rent,12296.00,,,
627,225,recurring,electricity_share,Electricity Share,1032.29,,,
628,226,recurring,rent,Monthly Rent,12296.00,,,
629,226,recurring,electricity_share,Electricity Share,562.18,,,
630,226,recurring,water_share,Water Share,154.48,,,
631,227,move_out,electricity_share,Final Electricity Share,562.18,,,
632,227,move_out,water_share,Final Water Share,154.48,,,
633,227,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
634,228,recurring,rent,Monthly Rent,7087.00,,,
635,228,recurring,electricity_share,Electricity Share,830.62,,,
636,228,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
637,229,move_out,electricity_share,Final Electricity Share,830.62,,,
638,229,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
639,230,recurring,rent,Monthly Rent,7087.00,,,
640,230,recurring,electricity_share,Electricity Share,2011.39,,,
641,230,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
642,231,recurring,rent,Monthly Rent,7087.00,,,
643,231,recurring,electricity_share,Electricity Share,2380.57,,,
644,231,recurring,water_share,Water Share,220.40,,,
645,231,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
646,232,recurring,rent,Monthly Rent,7087.00,,,
647,232,recurring,electricity_share,Electricity Share,1217.25,,,
648,232,recurring,water_share,Water Share,133.42,,,
649,232,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
650,233,move_out,electricity_share,Final Electricity Share,1217.25,,,
651,233,move_out,water_share,Final Water Share,133.42,,,
652,233,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
653,234,recurring,rent,Monthly Rent,12829.00,,,
654,234,recurring,electricity_share,Electricity Share,1403.34,,,
655,234,recurring,water_share,Water Share,486.32,,,
656,235,recurring,rent,Monthly Rent,12829.00,,,
657,235,recurring,electricity_share,Electricity Share,2199.79,,,
658,235,recurring,water_share,Water Share,445.46,,,
659,236,recurring,rent,Monthly Rent,12829.00,,,
660,236,recurring,electricity_share,Electricity Share,2228.91,,,
661,236,recurring,water_share,Water Share,499.89,,,
662,237,recurring,rent,Monthly Rent,12829.00,,,
663,237,recurring,electricity_share,Electricity Share,1230.22,,,
664,237,recurring,water_share,Water Share,242.03,,,
665,238,recurring,rent,Monthly Rent,12829.00,,,
666,238,recurring,electricity_share,Electricity Share,2266.23,,,
667,238,recurring,water_share,Water Share,478.02,,,
668,239,recurring,rent,Monthly Rent,12829.00,,,
669,239,recurring,electricity_share,Electricity Share,2319.09,,,
670,239,recurring,water_share,Water Share,396.45,,,
671,240,recurring,rent,Monthly Rent,12829.00,,,
672,240,recurring,electricity_share,Electricity Share,2173.95,,,
673,240,recurring,water_share,Water Share,267.99,,,
674,241,recurring,rent,Monthly Rent,12829.00,,,
675,241,recurring,electricity_share,Electricity Share,1729.76,,,
676,241,recurring,water_share,Water Share,204.61,,,
677,242,recurring,rent,Monthly Rent,12829.00,,,
678,242,recurring,electricity_share,Electricity Share,2126.66,,,
679,242,recurring,water_share,Water Share,316.51,,,
680,243,recurring,rent,Monthly Rent,12829.00,,,
681,243,recurring,electricity_share,Electricity Share,2063.49,,,
682,244,recurring,rent,Monthly Rent,12829.00,,,
683,244,recurring,electricity_share,Electricity Share,1512.82,,,
684,245,recurring,rent,Monthly Rent,12829.00,,,
685,245,recurring,electricity_share,Electricity Share,834.55,,,
686,245,recurring,water_share,Water Share,126.83,,,
687,246,move_out,electricity_share,Final Electricity Share,834.55,,,
688,246,move_out,water_share,Final Water Share,126.83,,,
689,246,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
690,247,recurring,rent,Monthly Rent,6923.00,,,
691,247,recurring,electricity_share,Electricity Share,1029.21,,,
692,247,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
693,248,recurring,rent,Monthly Rent,6923.00,,,
694,248,recurring,electricity_share,Electricity Share,1168.71,,,
695,248,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
696,249,recurring,rent,Monthly Rent,6923.00,,,
697,249,recurring,electricity_share,Electricity Share,728.89,,,
698,249,recurring,water_share,Water Share,125.26,,,
699,249,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
700,250,move_out,electricity_share,Final Electricity Share,728.89,,,
701,250,move_out,water_share,Final Water Share,125.26,,,
702,250,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
703,251,recurring,rent,Monthly Rent,12004.00,,,
704,251,recurring,electricity_share,Electricity Share,2099.61,,,
705,251,recurring,water_share,Water Share,381.42,,,
706,251,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
707,252,recurring,rent,Monthly Rent,12004.00,,,
708,252,recurring,electricity_share,Electricity Share,2155.70,,,
709,252,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
710,253,recurring,rent,Monthly Rent,12004.00,,,
711,253,recurring,electricity_share,Electricity Share,1177.99,,,
712,253,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
713,254,move_out,electricity_share,Final Electricity Share,1177.99,,,
714,254,move_out,deposit_refund,Security Deposit Refund,-12004.00,,,
715,255,recurring,rent,Monthly Rent,9336.00,,,
716,255,recurring,electricity_share,Electricity Share,1366.60,,,
717,255,recurring,water_share,Water Share,415.47,,,
718,256,recurring,rent,Monthly Rent,9336.00,,,
719,256,recurring,electricity_share,Electricity Share,1878.20,,,
720,257,recurring,rent,Monthly Rent,9336.00,,,
721,257,recurring,electricity_share,Electricity Share,1868.04,,,
722,257,recurring,water_share,Water Share,294.17,,,
723,258,recurring,rent,Monthly Rent,9336.00,,,
724,258,recurring,electricity_share,Electricity Share,2294.48,,,
725,258,recurring,water_share,Water Share,207.22,,,
726,259,recurring,rent,Monthly Rent,9336.00,,,
727,259,recurring,electricity_share,Electricity Share,2445.69,,,
728,259,recurring,water_share,Water Share,477.73,,,
729,260,recurring,rent,Monthly Rent,9336.00,,,
730,260,recurring,electricity_share,Electricity Share,1056.77,,,
731,260,recurring,water_share,Water Share,132.47,,,
732,261,move_out,electricity_share,Final Electricity Share,1056.77,,,
733,261,move_out,water_share,Final Water Share,132.47,,,
734,261,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
735,262,recurring,rent,Monthly Rent,10648.00,,,
736,262,recurring,electricity_share,Electricity Share,1944.63,,,
737,262,recurring,water_share,Water Share,257.24,,,
738,262,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
739,263,recurring,rent,Monthly Rent,10648.00,,,
740,263,recurring,electricity_share,Electricity Share,1843.95,,,
741,263,recurring,water_share,Water Share,262.38,,,
742,263,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
743,264,recurring,rent,Monthly Rent,10648.00,,,
744,264,recurring,electricity_share,Electricity Share,1232.24,,,
745,264,recurring,water_share,Water Share,218.78,,,
746,264,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
747,265,move_out,electricity_share,Final Electricity Share,1232.24,,,
