lease_id,tenant_id,bed_id,status,term,shift,auto_renew,start_date,end_date,contract_rate,advance_amount,security_deposit,move_in,move_out,created_at,updated_at,deleted_at,monthly_due_date,late_payment_penalty,short_term_premium,reservation_fee_paid,early_termination_fee,forwarding_address,reason_for_vacating,deposit_refund_method,deposit_refund_account,tenant_signature,tenant_signed_at,tenant_signed_ip,owner_signature,owner_signed_at,owner_signed_ip,signed_contract_path,contract_agreed,moveout_tenant_signature,moveout_tenant_signed_at,moveout_tenant_signed_ip,moveout_owner_signature,moveout_owner_signed_at,moveout_owner_signed_ip,moveout_contract_agreed,moveout_signed_contract_path,contract_status,deposit_refund_amount,deposit_deductions,move_out_initiated_at,moveout_contract_status,manager_signature,manager_signed_at,manager_signed_ip,moveout_manager_signature,moveout_manager_signed_at,moveout_manager_signed_ip,deposit_interest_amount,deposit_refund_deadline,deposit_refund_completed_at,deposit_refund_reference,termination_reason,approval_status,approved_by,approved_at,rejection_reason,forwarding_province_id,forwarding_city_id,forwarding_barangay_id,forwarding_street
218,40,104,Expired,3,Morning,t,2026-01-01,2026-04-01,9336.00,9336.00,9336.00,2026-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-12-25 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-12-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-12-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
219,40,104,Expired,1,Morning,t,2026-04-01,2026-05-01,9336.00,9336.00,9336.00,2026-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2026-03-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
220,40,104,Active,1,Morning,f,2026-05-01,2026-06-01,9336.00,9336.00,9336.00,2026-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-04-25 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_owner,,,,draft,,,,,,,,,,,,approved,,,,,,,
221,13,38,Expired,1,Morning,t,2026-03-01,2026-04-01,13466.00,13466.00,13466.00,2026-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-02-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2026-02-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2026-02-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
222,13,38,Expired,1,Morning,t,2026-04-01,2026-05-01,13466.00,13466.00,13466.00,2026-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-03-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2026-03-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
223,13,38,Active,1,Morning,f,2026-05-01,2026-06-01,13466.00,13466.00,13466.00,2026-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-04-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2026-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
224,22,56,Expired,3,Morning,t,2022-10-01,2023-01-01,9312.00,9312.00,9312.00,2022-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-09-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-09-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2022-09-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
225,22,56,Expired,1,Morning,t,2023-01-01,2023-02-01,9312.00,9312.00,9312.00,2023-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-12-31 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-12-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-12-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
226,22,56,Expired,1,Morning,t,2023-02-01,2023-03-01,9312.00,9312.00,9312.00,2023-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-01-30 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2023-01-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-01-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
227,22,56,Expired,3,Morning,t,2023-03-01,2023-06-01,9312.00,9312.00,9312.00,2023-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-02-22 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-02-22 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-02-22 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
228,22,56,Expired,12,Morning,t,2023-06-01,2024-06-01,9312.00,9312.00,9312.00,2023-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-05-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-05-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-05-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
229,22,56,Expired,3,Morning,t,2024-06-01,2024-09-01,9312.00,9312.00,9312.00,2024-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-05-31 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-05-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-05-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
230,22,56,Expired,3,Morning,t,2024-09-01,2024-12-01,9312.00,9312.00,9312.00,2024-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-08-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-08-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-08-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
231,22,56,Expired,3,Morning,t,2024-12-01,2025-03-01,9312.00,9312.00,9312.00,2024-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-11-26 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-11-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-11-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
232,22,56,Expired,6,Morning,t,2025-03-01,2025-09-01,9312.00,9312.00,9312.00,2025-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-02-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-02-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-02-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
233,22,56,Expired,6,Morning,t,2025-09-01,2026-03-01,9312.00,9312.00,9312.00,2025-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-08-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-08-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-08-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
234,22,56,Expired,1,Morning,t,2026-03-01,2026-04-01,9312.00,9312.00,9312.00,2026-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-02-23 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2026-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2026-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
235,22,56,Active,3,Morning,f,2026-04-01,2026-07-01,9312.00,9312.00,9312.00,2026-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
236,26,40,Expired,1,Morning,t,2024-05-01,2024-06-01,12829.00,12829.00,12829.00,2024-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-04-27 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-04-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-04-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
237,26,40,Expired,12,Morning,t,2024-06-01,2025-06-01,12829.00,12829.00,12829.00,2024-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-05-25 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-05-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-05-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
238,26,40,Expired,6,Morning,t,2025-06-01,2025-12-01,12829.00,12829.00,12829.00,2025-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-05-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-05-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-05-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
239,26,40,Expired,1,Morning,t,2025-12-01,2026-01-01,12829.00,12829.00,12829.00,2025-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-11-27 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-11-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-11-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
240,26,40,Expired,1,Morning,t,2026-01-01,2026-02-01,12829.00,12829.00,12829.00,2026-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-12-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-12-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-12-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
241,26,40,Active,6,Morning,f,2026-02-01,2026-08-01,12829.00,12829.00,12829.00,2026-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2026-01-26 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
242,41,91,Expired,3,Morning,t,2021-01-01,2021-04-01,12422.00,12422.00,12422.00,2021-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2020-12-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2020-12-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2020-12-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
243,41,91,Expired,6,Morning,t,2021-04-01,2021-10-01,12422.00,12422.00,12422.00,2021-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2021-03-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2021-03-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2021-03-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
244,41,91,Expired,3,Morning,t,2021-10-01,2022-01-01,12422.00,12422.00,12422.00,2021-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-09-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2021-09-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2021-09-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
245,41,91,Expired,1,Morning,t,2022-01-01,2022-02-01,12422.00,12422.00,12422.00,2022-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-12-30 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-12-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2021-12-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
246,41,91,Expired,3,Morning,t,2022-02-01,2022-05-01,12422.00,12422.00,12422.00,2022-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2022-01-26 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-01-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-01-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
247,41,91,Expired,12,Morning,t,2022-05-01,2023-05-01,12422.00,12422.00,12422.00,2022-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-04-25 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-04-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-04-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
248,41,91,Expired,1,Morning,t,2023-05-01,2023-06-01,12422.00,12422.00,12422.00,2023-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-04-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
249,41,91,Expired,6,Morning,t,2023-06-01,2023-12-01,12422.00,12422.00,12422.00,2023-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-05-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-05-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-05-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
250,41,91,Expired,6,Morning,t,2023-12-01,2024-06-01,12422.00,12422.00,12422.00,2023-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-11-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-11-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-11-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
251,41,91,Expired,3,Morning,t,2024-06-01,2024-09-01,12422.00,12422.00,12422.00,2024-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-05-27 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-05-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-05-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
252,41,91,Expired,6,Morning,t,2024-09-01,2025-03-01,12422.00,12422.00,12422.00,2024-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-08-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-08-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-08-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
253,41,91,Expired,1,Morning,t,2025-03-01,2025-04-01,12422.00,12422.00,12422.00,2025-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-02-22 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-02-22 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-02-22 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
254,41,91,Expired,3,Morning,t,2025-04-01,2025-07-01,12422.00,12422.00,12422.00,2025-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-03-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-03-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-03-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
255,41,91,Expired,3,Morning,t,2025-07-01,2025-10-01,12422.00,12422.00,12422.00,2025-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-06-24 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-06-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-06-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
256,41,91,Active,12,Morning,f,2025-10-01,2026-10-01,12422.00,12422.00,12422.00,2025-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-09-27 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-09-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-09-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
257,34,86,Expired,3,Morning,t,2024-12-01,2025-03-01,13169.00,13169.00,13169.00,2024-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-11-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-11-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2024-11-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
258,34,86,Expired,6,Morning,t,2025-03-01,2025-09-01,13169.00,13169.00,13169.00,2025-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-02-23 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
259,34,86,Expired,1,Morning,t,2025-09-01,2025-10-01,13169.00,13169.00,13169.00,2025-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-08-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-08-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-08-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
260,34,86,Expired,3,Morning,t,2025-10-01,2026-01-01,13169.00,13169.00,13169.00,2025-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-09-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-09-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-09-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
261,34,86,Active,12,Morning,f,2026-01-01,2027-01-01,13169.00,13169.00,13169.00,2026-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
262,21,21,Expired,3,Morning,t,2025-07-01,2025-10-01,11065.00,11065.00,11065.00,2025-07-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-06-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-06-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-06-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
263,21,21,Expired,6,Morning,t,2025-10-01,2026-04-01,11065.00,11065.00,11065.00,2025-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-09-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
264,21,21,Expired,1,Morning,t,2026-04-01,2026-05-01,11065.00,11065.00,11065.00,2026-04-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-03-26 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2026-03-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
265,21,21,Active,1,Morning,f,2026-05-01,2026-06-01,11065.00,11065.00,11065.00,2026-05-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-04-27 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
266,38,41,Expired,1,Morning,t,2021-08-01,2021-09-01,12829.00,12829.00,12829.00,2021-08-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2021-07-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-07-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2021-07-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
267,38,41,Expired,1,Morning,t,2021-09-01,2021-10-01,12829.00,12829.00,12829.00,2021-09-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-08-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-08-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2021-08-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
268,38,41,Expired,1,Morning,t,2021-10-01,2021-11-01,12829.00,12829.00,12829.00,2021-10-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2021-09-25 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-09-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2021-09-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
269,38,41,Expired,6,Morning,t,2021-11-01,2022-05-01,12829.00,12829.00,12829.00,2021-11-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2021-10-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2021-10-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2021-10-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
270,38,41,Expired,1,Morning,t,2022-05-01,2022-06-01,12829.00,12829.00,12829.00,2022-05-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-04-29 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-04-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-04-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
271,38,41,Expired,12,Morning,t,2022-06-01,2023-06-01,12829.00,12829.00,12829.00,2022-06-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2022-05-27 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-05-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2022-05-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
272,38,41,Expired,3,Morning,t,2023-06-01,2023-09-01,12829.00,12829.00,12829.00,2023-06-01,,2026-05-07 21:26:07,2026-05-07 21:26:07,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-05-26 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-05-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-05-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
